unit_id,station_code,station_name,station_desc,esc_desc,unit_type
"G01X02ESCALATOR","G01","BENNING ROAD","","Escalator between street and mezzanine","ESCALATOR"
"E03E02ESCALATOR","E03","U STREET/AFRICAN-AMERICAN CIVIL WAR MEMORIAL/CARDOZO","Vermont Avenue Entrance","Escalator between street and mezzanine","ESCALATOR"
"E03E03ESCALATOR","E03","U STREET/AFRICAN-AMERICAN CIVIL WAR MEMORIAL/CARDOZO","Vermont Avenue Entrance","Escalator between mezzanine and platform","ESCALATOR"
"E03E04ESCALATOR","E03","U STREET/AFRICAN-AMERICAN CIVIL WAR MEMORIAL/CARDOZO","Vermont Avenue Entrance","Escalator between mezzanine and platform","ESCALATOR"
"B03N01ESCALATOR","B03","UNION STATION","1st Street, NW/Amtrak Station Entrance","Escalator between Amtrak Station and mezzanine","ESCALATOR"
"B03N02ESCALATOR","B03","UNION STATION","1st Street, NW/Amtrak Station Entrance","Escalator between Amtrak Station and mezzanine","ESCALATOR"
"B03N03ESCALATOR","B03","UNION STATION","1st Street, NW/Amtrak Station Entrance","Escalator between platform and mezzanine","ESCALATOR"
"B03N04ESCALATOR","B03","UNION STATION","1st Street, NW/Amtrak Station Entrance","Escalator between platform and mezzanine","ESCALATOR"
"B03S01ESCALATOR","B03","UNION STATION","Massachusetts Ave. Entrance to Union Station Shops","Escalator between street and mezzanine","ESCALATOR"
"B03S03ESCALATOR","B03","UNION STATION","Massachusetts Ave. Entrance to Union Station Shops","Escalator between street and mezzanine","ESCALATOR"
"B03S05ESCALATOR","B03","UNION STATION","Massachusetts Ave. Entrance to Union Station Shops","Escalator between street and mezzanine","ESCALATOR"
"A06X05ESCALATOR","A06","VAN NESS-UDC","","Escalator between middle landing and mezzanine","ESCALATOR"
"A06X06ESCALATOR","A06","VAN NESS-UDC","","Escalator between middle landing and mezzanine","ESCALATOR"
"F04X01ESCALATOR","F04","WATERFRONT-SEU","","Escalator between street and mezzanine","ESCALATOR"
"F04X02ESCALATOR","F04","WATERFRONT-SEU","","Escalator between street and mezzanine","ESCALATOR"
"F04X03ESCALATOR","F04","WATERFRONT-SEU","","Escalator between street and mezzanine","ESCALATOR"
"F04X05ESCALATOR","F04","WATERFRONT-SEU","","Escalator between mezzanine and platform","ESCALATOR"
"K06X02ESCALATOR","K06","WEST FALLS CHURCH-VT/UVA","","Escalator between mezzanine and platform to New Carrolton","ESCALATOR"
"B10X01ESCALATOR","B10","WHEATON","","Escalator between mezzanine and platform","ESCALATOR"
"B10X02ESCALATOR","B10","WHEATON","","Escalator between mezzanine and platform","ESCALATOR"
"B10X03ESCALATOR","B10","WHEATON","","Escalator between mezzanine and platform","ESCALATOR"
"A04X01ESCALATOR","A04","WOODLEY PARK-ZOO/ADAMS MORGAN","","Escalator between street and middle landing","ESCALATOR"
"A04X02ESCALATOR","A04","WOODLEY PARK-ZOO/ADAMS MORGAN","","Escalator between street and middle landing","ESCALATOR"
"A04X03ESCALATOR","A04","WOODLEY PARK-ZOO/ADAMS MORGAN","","Escalator between street and middle landing","ESCALATOR"
"A04X04ESCALATOR","A04","WOODLEY PARK-ZOO/ADAMS MORGAN","","Escalator between middle landing and mezzanine","ESCALATOR"
"A04X05ESCALATOR","A04","WOODLEY PARK-ZOO/ADAMS MORGAN","","Escalator between middle landing and mezzanine","ESCALATOR"
"A04X06ESCALATOR","A04","WOODLEY PARK-ZOO/ADAMS MORGAN","","Escalator between middle landing and mezzanine","ESCALATOR"
"F06S01ELEVATOR","F06","ANACOSTIA","Howard Road Entrance","Elevator between mezzanine and platform","ELEVATOR"
"A09X01ELEVATOR","A09","BETHESDA","","Elevator between street and mezzanine, corner of Wisconsin Ave. and Montgomery Lane","ELEVATOR"
"B09X06ELEVATOR","B09","FOREST GLEN","","Elevator between mezzanine and platform","ELEVATOR"
"A08S03ELEVATOR","A08","FRIENDSHIP HEIGHTS","Jenifer Street Entrance","Elevator between street and mezzanine","ELEVATOR"
"B01E01ELEVATOR","B01","GALLERY PLACE-CHINATOWN","7th and G Street/Arena Entrance","Elevator between street and platform to Glenmont","ELEVATOR"
"B01E04ELEVATOR","B01","GALLERY PLACE-CHINATOWN","7th and G Street/Arena Entrance","Elevator between platform for Green/Yellow lines and platform to Shady Grove","ELEVATOR"
"F03N01ELEVATOR","F03","L'ENFANT PLAZA","7th St/Maryland Ave./Smithsonian Museums Entrance/VRE trains","Elevator between street and mezzanine","ELEVATOR"
"C01N01ELEVATOR","C01","METRO CENTER","","Elevator between street and mezzanine","ELEVATOR"
"C07N02ELEVATOR","C07","PENTAGON","","Elevator between the bus bay and the mezzanine","ELEVATOR"
"E02N01ELEVATOR","E02","SHAW-HOWARD U","7th and S St. N.W. Entrance","Elevator between street and mezzanine","ELEVATOR"
"A07X01ELEVATOR","A07","TENLEYTOWN-AU","","Elevator between street and platform, east side of Wisconsin Avenue","ELEVATOR"
"F04X02ELEVATOR","F04","WATERFRONT-SEU","","Elevator between mezzanine AND platform","ELEVATOR"
"B10X01ELEVATOR","B10","WHEATON","","Elevator between mezzanine and platform","ELEVATOR"
"A04X01ELEVATOR","A04","WOODLEY PARK-ZOO/ADAMS MORGAN","","Elevator between street and mezzanine, SW corner of Woodley Rd. & Connecticut Ave., N.W.","ELEVATOR"
"K07X02ELEVATOR","K07","DUNN LORING-MERRIFIELD","","Garage elevator","ELEVATOR"
"C05E03ELEVATOR","C05","ROSSLYN","","Elevator between street, and upper platform","ELEVATOR"
"C05E02ELEVATOR","C05","ROSSLYN","","Elevator between street, and upper platform","ELEVATOR"
"C05E01ELEVATOR","C05","ROSSLYN","","Elevator between street, and upper platform","ELEVATOR"
"D03W02ESCALATOR","D03","L'ENFANT PLAZA","9th & D St  (L'Enfant Plaza Entrance)","Escalator between street and mezzanine","ESCALATOR"
"A03N02ESCALATOR","A03","DUPONT CIRCLE","Q Street Entrance","Escalator between street and mezzanine","ESCALATOR"
"C14X02ESCALATOR","C14","EISENHOWER AVENUE","","Escalator between mezzanine and platform to Huntington","ESCALATOR"
"A02S01ESCALATOR","A02","FARRAGUT NORTH","K Street Entrance","Escalator between street and mezzanine","ESCALATOR"
"A02E01ESCALATOR","A02","FARRAGUT NORTH","L Street Entrance, East of Connecticut, north side L Street","Escalator between street and mezzanine","ESCALATOR"
"A02E04ESCALATOR","A02","FARRAGUT NORTH","L Street Entrance, East of Connecticut, north side L Street","Escalator between mezzanine and platform","ESCALATOR"
"C03E05ESCALATOR","C03","FARRAGUT WEST","17th Street Entrance","Escalator between mezzanine and platform to New Carrollton/Largo Town Center","ESCALATOR"
"C03W07ESCALATOR","C03","FARRAGUT WEST","18th Street Entrance","Escalator between mezzanine and platform to New Carrollton/Largo Town Center","ESCALATOR"
"D04X01ESCALATOR","D04","FEDERAL CENTER SW","","Escalator between street and mezzanine","ESCALATOR"
"D01X08ESCALATOR","D01","FEDERAL TRIANGLE","","Escalator between mezzanine and platform","ESCALATOR"
"B01E05ESCALATOR","B01","GALLERY PLACE-CHINATOWN","7th and G Street/Arena Entrance","Escalator between mezzanine and platform to Glenmont","ESCALATOR"
"F01N07ESCALATOR","F01","GALLERY PLACE-CHINATOWN","7th and H Street/Chinatown Entrance","Escalator between upper platform to Shady Grove and the lower platform for Yellow/Green Line","ESCALATOR"
"B01W03ESCALATOR","B01","GALLERY PLACE-CHINATOWN","9th and G Street Entrance","Escalator between mezzanine and platform to Shady Grove","ESCALATOR"
"B01W05ESCALATOR","B01","GALLERY PLACE-CHINATOWN","9th and G Street Entrance","Escalator between mezzanine and platform to Glenmont","ESCALATOR"
"B11X02ESCALATOR","B11","GLENMONT","","Escalator between street and mezzanine, east side of station at bus bay/Kiss & Ride","ESCALATOR"
"A11X02ESCALATOR","A11","GROSVENOR-STRATHMORE","","Escalator between street and mezzanine (under Rockville Pike)","ESCALATOR"
"A11X04ESCALATOR","A11","GROSVENOR-STRATHMORE","","Escalator between mezzanine and platform","ESCALATOR"
"B02S01ESCALATOR","B02","JUDICIARY SQUARE","4th St/Courthouse Entrance","Escalator between street and mezzanine","ESCALATOR"
"B02S07ESCALATOR","B02","JUDICIARY SQUARE","4th St/Courthouse Entrance","Escalator between mezzanine and platform to Glenmont","ESCALATOR"
"B02N04ESCALATOR","B02","JUDICIARY SQUARE","Building Museum Entrance","Escalator between mezzanine and platform to Shady Grove","ESCALATOR"
"F03N04ESCALATOR","F03","L'ENFANT PLAZA","7th St/Maryland Ave./Smithsonian Museums Entrance/VRE trains","Escalator between mezzanine and platform to Greenbelt/Mr. Vernon Sq","ESCALATOR"
"F03N08ESCALATOR","F03","L'ENFANT PLAZA","7th St/Maryland Ave./Smithsonian Museums Entrance/VRE trains","Escalator between mezzanine and platform to Branch Ave/Huntington","ESCALATOR"
"F03N09ESCALATOR","F03","L'ENFANT PLAZA","7th St/Maryland Ave./Smithsonian Museums Entrance/VRE trains","Escalator between mezzanine and platform to Branch Ave/Huntington","ESCALATOR"
"D03W01ESCALATOR","D03","L'ENFANT PLAZA","9th & D St  (L'Enfant Plaza Entrance)","Escalator between street and mezzanine","ESCALATOR"
"D12X02ESCALATOR","D12","LANDOVER","","Escalator between mezzanine and platform","ESCALATOR"
"C02E01ESCALATOR","C02","MCPHERSON SQUARE","Franklin Square/14th St. Entrance","Escalator between street and mezzanine","ESCALATOR"
"C02E07ESCALATOR","C02","MCPHERSON SQUARE","Franklin Square/14th St. Entrance","Escalator between mezzanine and platform to Vienna/Franconia-Springfield","ESCALATOR"
"C02W04ESCALATOR","C02","MCPHERSON SQUARE","Vermont Ave./Veterans Administration Entrance","Escalator between mezzanine and platform to Vienna/Franconia-Springfield","ESCALATOR"
"A01E02ESCALATOR","A01","METRO CENTER","G and 11th St Entrance","Escalator between street and mezzanine","ESCALATOR"
"C01N04ESCALATOR","C01","METRO CENTER","G and 12th St Entrance","Escalator between upper and lower platforms","ESCALATOR"
"A01W04ESCALATOR","A01","METRO CENTER","G and 13th St Entrance","Escalator between mezzanine and platform to Shady Grove","ESCALATOR"
"A01W05ESCALATOR","A01","METRO CENTER","G and 13th St Entrance","Escalator between mezzanine and platform to Shady Grove","ESCALATOR"
"D13X02ESCALATOR","D13","NEW CARROLLTON","","Escalator between mezzanine and platform","ESCALATOR"
"D13X03ESCALATOR","D13","NEW CARROLLTON","","Escalator between mezzanine and street at Route 450","ESCALATOR"
"C07N06ESCALATOR","C07","PENTAGON","","Escalator at north end of bus bay (closer to the Potomac River)","ESCALATOR"
"C07S09ESCALATOR","C07","PENTAGON","","Escalator at south end of bus bay (closer to Pentagon City)","ESCALATOR"
"C07S13ESCALATOR","C07","PENTAGON","","Escalator between upper and lower platforms","ESCALATOR"
"C08X01ESCALATOR","C08","PENTAGON CITY","","Escalator between street and mezzanine on west side of Hayes street, at The Fashion Center","ESCALATOR"
"C08X02ESCALATOR","C08","PENTAGON CITY","","Escalator between street and mezzanine on west side of Hayes street, at The Fashion Center","ESCALATOR"
"D07X06ESCALATOR","D07","POTOMAC AVENUE","","Escalator between mezzanine and platform","ESCALATOR"
"E08X01ESCALATOR","E08","PRINCE GEORGE'S PLAZA","","Escalator between mezzanine and platform to Branch Ave","ESCALATOR"
"E08X03ESCALATOR","E08","PRINCE GEORGE'S PLAZA","","Escalator between mezzanine and platform Greenbelt","ESCALATOR"
"C10N01ESCALATOR","C10","RONALD REAGAN WASHINGTON NATIONAL AIRPORT","North Entrance","Escalator between mezzanine and platform to Mt.Vernon Sq/Largo Town Center","ESCALATOR"
"C10S03ESCALATOR","C10","RONALD REAGAN WASHINGTON NATIONAL AIRPORT","South Entrance","Escalator between mezzanine and platform to Mt.Vernon Sq/Largo Town Center","ESCALATOR"
"B08N04ESCALATOR","B08","SILVER SPRING","North Side/Colesville Road Entrance","Escalator between mezzanine and platform","ESCALATOR"
"B08N05ESCALATOR","B08","SILVER SPRING","North Side/Colesville Road Entrance","Escalator between mezzanine and platform","ESCALATOR"
"B08S03ESCALATOR","B08","SILVER SPRING","South Side/Bus Terminal Entrance","Escalator between mezzanine and platform","ESCALATOR"
"F08X02ESCALATOR","F08","SOUTHERN AVENUE","","Escalator between mezzanine and garage","ESCALATOR"
"F08X04ESCALATOR","F08","SOUTHERN AVENUE","","Escalator between mezzanine and platform","ESCALATOR"
"F10X01ESCALATOR","F10","SUITLAND","","Escalator between mezzanine and garage","ESCALATOR"
"F10X03ESCALATOR","F10","SUITLAND","","Escalator between mezzanine and platform","ESCALATOR"
"B07X02ESCALATOR","B07","TAKOMA","","Escalator between mezzanine and platform","ESCALATOR"
"A07X08ESCALATOR","A07","TENLEYTOWN-AU","","Escalator between mezzanine and platform","ESCALATOR"
"B03S04ESCALATOR","B03","UNION STATION","Massachusetts Ave. Entrance to Union Station Shops","Escalator between street and mezzanine","ESCALATOR"
"B03S06ESCALATOR","B03","UNION STATION","Massachusetts Ave. Entrance to Union Station Shops","Escalator between street and mezzanine","ESCALATOR"
"J02X01ESCALATOR","J02","VAN DORN STREET","","Escalator between mezzanine and platform","ESCALATOR"
"J02X02ESCALATOR","J02","VAN DORN STREET","","Escalator between mezzanine and platform","ESCALATOR"
"A06X02ESCALATOR","A06","VAN NESS-UDC","","Escalator between street and middle landing at on east side of Connecticut Ave. at Giant and CVS","ESCALATOR"
"A06X04ESCALATOR","A06","VAN NESS-UDC","","Escalator between street and middle landing on west side of Connecticut Ave. at UDC","ESCALATOR"
"A06X08ESCALATOR","A06","VAN NESS-UDC","","Escalator between mezzanine and platform","ESCALATOR"
"A12X04ESCALATOR","A12","WHITE FLINT","","Escalator between mezzanine and platform","ESCALATOR"
"A05X01ELEVATOR","A05","CLEVELAND PARK","","Elevator between street and mezzanine on east side of Connecticut Ave","ELEVATOR"
"A05X02ELEVATOR","A05","CLEVELAND PARK","","Elevator between mezzanine and platform","ELEVATOR"
"E04X01ELEVATOR","E04","COLUMBIA HEIGHTS","","Elevator between street and mezzanine, 14 Street, Southbound Entrance","ELEVATOR"
"F07X01ELEVATOR","F07","CONGRESS HEIGHTS","","Elevator between mezzanine and street","ELEVATOR"
"K01X01ELEVATOR","K01","COURT HOUSE","","Elevator between street and mezzanine","ELEVATOR"
"A03N01ELEVATOR","A03","DUPONT CIRCLE","Q Street Entrance","Elevator between street and mezzanine","ELEVATOR"
"J03X04ELEVATOR","J03","FRANCONIA-SPRINGFIELD","","Garage elevator","ELEVATOR"
"A08S04ELEVATOR","A08","FRIENDSHIP HEIGHTS","Jenifer Street Entrance","Elevator between street and mezzanine","ELEVATOR"
"B01E02ELEVATOR","B01","GALLERY PLACE-CHINATOWN","7th and G Street/Arena Entrance","Elevator between street and platform to Glenmont","ELEVATOR"
"B11X06ELEVATOR","B11","GLENMONT","","Garage elevator","ELEVATOR"
"C15S02ELEVATOR","C15","HUNTINGTON","South Kings Hwy Entrance","Inclinator between mezzanine and platform","ELEVATOR"
"B02N01ELEVATOR","B02","JUDICIARY SQUARE","Building Museum Entrance","Elevator between street and platform to Shady Grove","ELEVATOR"
"A10X02ELEVATOR","A10","MEDICAL CENTER","","Elevator between mezzanine and platform","ELEVATOR"
"D09X02ELEVATOR","D09","MINNESOTA AVENUE","","Elevator between mezzanine and platform","ELEVATOR"
"E01X03ELEVATOR","E01","MT. VERNON SQUARE/7TH STREET-CONVENTION CENTER","","Elevator between street and mezzanine","ELEVATOR"
"B04X01ELEVATOR","B04","RHODE ISLAND AVENUE","","Elevator between mezzanine and platform","ELEVATOR"
"E04X02ELEVATOR","E04","COLUMBIA HEIGHTS","","Elevator between mezzanine and platform","ELEVATOR"
"K07X03ELEVATOR","K07","DUNN LORING-MERRIFIELD","","Garage elevator","ELEVATOR"
"F06S01ESCALATOR","F06","ANACOSTIA","Howard Road Entrance","Escalator between mezzanine and platform","ESCALATOR"
"F06S02ESCALATOR","F06","ANACOSTIA","Howard Road Entrance","Escalator between mezzanine and platform","ESCALATOR"
"F06S03ESCALATOR","F06","ANACOSTIA","Howard Road Entrance","Escalator between mezzanine and platform","ESCALATOR"
"F02X02ESCALATOR","F02","ARCHIVES-Navy Memorial","","Escalator between street and mezzanine","ESCALATOR"
"F02X03ESCALATOR","F02","ARCHIVES-Navy Memorial","","Escalator between street and mezzanine","ESCALATOR"
"C06X03ESCALATOR","C06","ARLINGTON CEMETERY","","Escalator between street and mezzanine south side of Memorial Drive","ESCALATOR"
"C06X04ESCALATOR","C06","ARLINGTON CEMETERY","","Escalator between street and mezzanine south side of Memorial Drive","ESCALATOR"
"C06X08ESCALATOR","C06","ARLINGTON CEMETERY","","Escalator between mezzanine and platform to Franconia-Springfield","ESCALATOR"
"G01X03ESCALATOR","G01","BENNING ROAD","","Escalator between street and mezzanine","ESCALATOR"
"A09X02ESCALATOR","A09","BETHESDA","","Escalator between bus terminal and mezzanine","ESCALATOR"
"A09X03ESCALATOR","A09","BETHESDA","","Escalator between bus terminal and mezzanine","ESCALATOR"
"A09X04ESCALATOR","A09","BETHESDA","","Escalator between bus terminal and mezzanine","ESCALATOR"
"A09X05ESCALATOR","A09","BETHESDA","","Escalator between mezzanine and platform","ESCALATOR"
"B05X01ESCALATOR","B05","BROOKLAND-CUA","","Escalator between mezzanine and street at bus terminal","ESCALATOR"
"B05X03ESCALATOR","B05","BROOKLAND-CUA","","Escalator between mezzanine and platform","ESCALATOR"
"B05X04ESCALATOR","B05","BROOKLAND-CUA","","Escalator between mezzanine and street at Catholic University","ESCALATOR"
"D05X01ESCALATOR","D05","CAPITOL SOUTH","","Escalator between street and mezzanine","ESCALATOR"
"D05X02ESCALATOR","D05","CAPITOL SOUTH","","Escalator between street and mezzanine","ESCALATOR"
"D05X03ESCALATOR","D05","CAPITOL SOUTH","","Escalator between street and mezzanine","ESCALATOR"
"A05X03ESCALATOR","A05","CLEVELAND PARK","","Escalator between mezzanine and middle landing","ESCALATOR"
"E04X05ESCALATOR","E04","COLUMBIA HEIGHTS","","Escalator between street and mezzanine, 14th Street Northbound Entrance","ESCALATOR"
"F07X02ESCALATOR","F07","CONGRESS HEIGHTS","","Escalator between mezzanine and buses/parking","ESCALATOR"
"D10X01ESCALATOR","D10","DEANWOOD","","Escalator between street and mezzanine","ESCALATOR"
"A03N03ESCALATOR","A03","DUPONT CIRCLE","Q Street Entrance","Escalator between street and mezzanine","ESCALATOR"
"A03S02ESCALATOR","A03","DUPONT CIRCLE","South/DuPont Circle Entrance","Escalator between street and mezzanine","ESCALATOR"
"A02S02ESCALATOR","A02","FARRAGUT NORTH","K Street Entrance","Escalator between street and mezzanine","ESCALATOR"
"A01W06ESCALATOR","A01","METRO CENTER","G and 13th St Entrance","Escalator between mezzanine and platform to Glenmont","ESCALATOR"
"C09X07ESCALATOR","C09","CRYSTAL CITY","","Escalator between mezzanine and platform to Mt. Vernon Sq/Largo Town Center","ESCALATOR"
